climbRate	Sgz	p	q	curPitch	curRoll	absRoll	diffClb	diffRollRate	diffDiffClb	SeTime1	SeTime2	SeTime3	SeTime4	SeTime5	SeTime6	SeTime7	SeTime8	SeTime9	SeTime10	SeTime11	SeTime12	SeTime13	SeTime14	diffSeTime1	diffSeTime2	diffSeTime3	diffSeTime4	diffSeTime5	diffSeTime6	diffSeTime7	diffSeTime8	diffSeTime9	diffSeTime10	diffSeTime11	diffSeTime12	diffSeTime13	diffSeTime14	alpha	Se	Goal	GoalDisc
-15	-30	0.04	0.05	0.67	-0.2	-10	-2	0.008	-0.1	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.023	-0.0006	>avg
55	-30	0.27	-0.02	0.57	0.5	-9	4	0.005	0.1	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0008	>avg
100	-28	0.32	0	0.53	0.9	-9	3	0.003	-0.1	0.024	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0009	<avg
80	-25	0.21	0.22	0.63	1.4	-9	-15	-0.011	-2.3	0.022	0.024	0.024	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	0.025	-0.002	0	-0.002	0	0	0	0	0	0	0	0	0	0	0	0.7	0.025	-0.0008	>avg
-38	-24	0.13	0.13	0.73	1.6	-8	-13	-0.011	0.6	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.022	0.022	0.024	0.024	0.025	0.025	0.025	0	0	0	0	0	0	-0.002	0	-0.002	0	-0.002	0	0	0	0.7	0.025	-0.0009	<avg
-29	-27	-0.13	-0.03	0.65	1.6	-8	3	-0.012	0.4	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0008	>avg
335	-9	-0.38	0.11	0.35	-0.4	-10	-13	0.002	0.1	0.023	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.024	-0.0007	>avg
-125	1	0.01	0.17	0.79	-1.4	-11	-14	0.011	0	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.024	-0.0006	>avg
-374	-9	0.23	0.1	1	-1.1	-11	-6	0.009	0.6	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.023	-0.0007	>avg
-426	-31	0.4	0.03	1.01	-0.1	-10	2	-0.001	-0.6	0.02	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0008	>avg
-400	-38	0.39	0.01	0.98	0.4	-10	3	-0.002	-0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.02	0.02	0.021	0.021	0.021	0	0	0	0	0	0	0	0	-0.003	0	-0.002	0	0	0	0.6	0.021	-0.0009	<avg
40	-49	0.1	-0.08	0.52	1.4	-9	11	-0.012	-0.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.019	-0.0007	>avg
340	-41	-0.06	-0.1	0.22	1.3	-9	14	0.001	-0.3	0.021	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0006	>avg
389	-9	0.04	0.08	0.25	1.3	-9	-7	0.002	0.1	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0008	>avg
-46	9	-0.17	0.17	0.7	1.2	-9	-18	-0.007	0.2	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.024	-0.0007	>avg
-328	3	-0.23	-0.14	0.89	0.8	-9	-5	0.003	3.9	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0008	>avg
-45	-9	-0.2	-0.1	0.57	0.2	-10	14	0	-0.6	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0006	>avg
248	-5	-0.14	-0.07	0.31	-0.3	-10	9	0.009	-0.2	0.02	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0007	>avg
393	9	0.03	0.07	0.24	-0.4	-10	-7	0.005	-0.4	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0006	>avg
-499	10	0.3	0.01	1.04	1	-9	-2	0.001	2	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0008	>avg
-545	-3	0.31	0.06	1.1	1.5	-9	-5	-0.001	0.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.02	0.02	0.021	0	0	0	0	0	0	0	0	0	0	-0.002	0	-0.002	0	0.6	0.021	-0.001	<avg
-442	-27	-0.06	-0.02	0.97	1.9	-8	3	-0.019	0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0009	<avg
-283	-44	-0.49	-0.05	0.8	1.2	-9	9	-0.013	-0.5	0.019	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
-158	-50	-0.62	0.01	0.68	0.4	-10	9	-0.006	-0.6	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.02	0.02	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0.001	0	0.001	0	-0.001	0	0.5	0.019	-0.0006	>avg
-132	-51	-0.61	0.16	0.7	0	-10	0	0.005	-2.2	0.019	0.019	0.019	0.02	0.02	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	-0.002	0	-0.002	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0005	>avg
-187	-55	-0.49	-0.15	0.7	-0.9	-11	8	0.015	3.5	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.019	-0.001	0	0	0	0	0	0	0	0	0	0	0	-0.002	0	0.5	0.019	-0.0004	>avg
199	-55	-0.02	-0.11	0.31	-1.5	-11	17	0.021	-0.3	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0006	>avg
466	-38	0.38	0.09	0.17	-0.9	-11	-12	0.006	0.1	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0007	>avg
330	-23	0.43	0.11	0.29	0.1	-10	-9	-0.004	-0.2	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0008	>avg
-60	-19	-0.18	-0.03	0.58	1.2	-9	7	-0.009	-0.8	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0006	>avg
210	10	0.05	0.19	0.41	0.3	-10	-16	0.004	-0.5	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0007	>avg
-325	7	0.06	0.2	0.91	0.6	-9	-18	-0.004	-0.1	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0008	>avg
-589	-21	-0.06	-0.08	1.07	0.6	-9	2	-0.005	1.5	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0006	>avg
-489	-33	-0.11	-0.04	0.97	0.4	-10	6	-0.004	0.1	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.014	0.016	0.016	0.017	0.017	0.018	0	0	0	0	0	0	0	0	-0.003	0	-0.002	0	-0.002	0	0.5	0.018	-0.0005	>avg
276	-40	0.13	-0.22	0.18	0.4	-10	28	0.011	-0.3	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.015	-0.0006	>avg
330	-39	0.16	-0.22	0.13	0.4	-10	27	0.011	-0.3	0.017	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.015	-0.0005	>avg
598	-31	0.26	-0.22	-0.12	0.6	-9	27	0.01	-0.1	0.021	0.021	0.021	0.02	0.02	0.018	0.018	0.017	0.017	0.017	0.017	0.015	0.015	0.015	0	0	0.001	0	0.001	0	0.001	0	0.001	0	0.002	0	0	0	0.4	0.015	-0.0007	>avg
453	3	0.25	0.2	0.2	1.6	-8	-21	-0.009	0.4	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0008	>avg
5	11	0.05	0.22	0.62	1.9	-8	-22	-0.012	-0.2	0.021	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0007	>avg
-236	-4	-0.21	-0.04	0.73	1.5	-8	6	-0.004	0.4	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0006	>avg
159	0	0.09	0.04	0.39	0.6	-9	-1	0.003	-0.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0007	>avg
-295	-14	-0.09	0.05	0.8	0.7	-9	-3	0.001	0	0.018	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0006	>avg
-319	-19	-0.08	0.05	0.82	0.6	-9	-3	0.001	0	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.018	0.018	0.019	0.019	0.019	0	0	0	0	0	0	0	0	-0.002	0	-0.002	0	0	0	0.5	0.019	-0.0008	>avg
336	-21	-0.2	-0.04	0.19	-0.5	-10	8	-0.001	0	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0006	>avg
312	27	0.21	0.16	0.3	-0.7	-11	-16	0.006	0.8	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0007	>avg
-453	22	0.17	0.18	0.99	0.5	-10	-18	-0.005	-0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.019	0.019	0.02	0.02	0.021	0.021	0.021	0	0	0	0	0	0	-0.002	0	-0.002	0	-0.002	0	0	0	0.6	0.021	-0.0008	>avg
18	-21	-0.2	-0.05	0.47	0.5	-9	8	-0.004	0	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0006	>avg
133	-7	0.03	0.11	0.43	-0.3	-10	-9	0.008	-0.3	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0007	>avg
-248	-22	0.12	-0.01	0.73	0.5	-10	4	0.001	0.3	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
242	-26	-0.15	-0.05	0.27	0.5	-9	8	-0.005	-0.1	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0007	>avg
-79	23	-0.06	0.13	0.63	-0.6	-11	-11	0.001	0	0.018	0.018	0.018	0.019	0.019	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	-0.002	0	-0.002	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0006	>avg
-127	17	0.09	0	0.62	-0.6	-11	3	0.007	0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
-212	6	-0.25	0.09	0.73	-0.5	-10	-6	-0.005	0	0.017	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.019	0.019	0.019	-0.002	0	0	0	0	0	0	0	-0.001	0	-0.002	0	0	0	0.5	0.019	-0.0006	>avg
-81	-6	0.01	0	0.57	-1.1	-11	6	0.012	-0.2	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
64	5	0.14	0.07	0.48	0.6	-9	-5	-0.004	-0.2	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0008	>avg
-202	-2	-0.16	0.08	0.72	0.7	-9	-6	-0.006	0	0.017	0.017	0.017	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	-0.003	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0007	>avg
200	8	-0.04	0.07	0.35	-1	-11	-4	0.006	-0.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0006	>avg
90	18	0.27	0.07	0.45	-0.5	-10	-3	0.006	-0.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0008	>avg
-281	-9	-0.18	-0.06	0.72	0.6	-9	15	-0.007	-0.8	0.017	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0005	>avg
313	-5	0.28	0.21	0.28	0.4	-10	-10	0.01	-4.4	0.021	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.019	-0.0007	>avg
230	-2	0.36	0.07	0.33	0.7	-9	-7	0.009	1.1	0.022	0.022	0.022	0.022	0.022	0.021	0.021	0.021	0.021	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0.001	0	0	0	0.001	0	0	0	0	0	0.5	0.019	-0.0008	>avg
-229	4	-0.46	0.15	0.77	0.8	-9	-14	-0.009	0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0006	>avg
-374	-11	-0.44	-0.18	0.77	-0.5	-10	20	0.013	2.4	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.016	-0.0004	>avg
411	-13	0.17	-0.1	0.05	-1	-11	28	0.019	-1	0.016	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.015	-0.0005	>avg
630	-2	0.38	-0.15	-0.14	-0.7	-11	19	0.016	0.6	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.016	0.016	0.015	0	0	0	0	0	0	0	0	0	0	0.002	0	0.001	0	0.4	0.015	-0.0006	>avg
685	17	0.57	0.05	-0.11	0.2	-10	0	0.004	0.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0007	>avg
420	59	0.34	0.12	0.18	2.3	-8	-14	-0.012	0.6	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0008	>avg
296	65	0.23	0.14	0.29	2.6	-7	-14	-0.012	-0.2	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.6	0.02	-0.001	<avg
99	69	0.07	0.21	0.51	2.8	-7	-24	-0.016	-0.6	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0005	>avg
-599	35	-0.09	0.04	1.06	1.8	-8	-2	0.007	0.2	0.016	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	-0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0006	>avg
-255	2	0.02	-0.11	0.69	1.8	-8	14	-0.003	-0.2	0.017	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0008	>avg
-143	-4	-0.14	0.12	0.7	1.8	-8	-15	-0.01	0.7	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0007	>avg
-240	-7	-0.21	0.15	0.78	1.6	-8	-13	-0.01	-0.3	0.015	0.016	0.016	0.018	0.018	0.019	0.019	0.02	0.02	0.02	0.02	0.02	0.02	0.02	-0.002	0	-0.003	0	-0.002	0	-0.002	0	0	0	0	0	0	0	0.6	0.02	-0.0006	>avg
-315	-10	-0.26	0.14	0.85	1.5	-9	-14	-0.009	0.1	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.016	0.016	0.018	0.018	0.019	0.019	0.02	0	0	0	0	-0.001	0	-0.002	0	-0.003	0	-0.002	0	-0.002	0	0.6	0.02	-0.0005	>avg
277	-16	-0.05	-0.18	0.18	0.8	-9	22	0.01	0.1	0.018	0.018	0.018	0.018	0.018	0.017	0.017	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0	0	0	0	0.001	0	0.002	0	0.001	0	0	0	0	0	0.4	0.015	-0.0006	>avg
-36	22	0.13	0.19	0.61	1.5	-8	-19	-0.002	-0.3	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0008	>avg
-335	3	-0.13	0.03	0.82	1.7	-8	0	-0.009	-0.2	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
293	-9	-0.25	-0.15	0.18	0.5	-9	19	0.001	0	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.017	0.017	0.016	0.016	0.015	0	0	0	0	0	0	0	0	0.002	0	0.001	0	0.001	0	0.4	0.015	-0.0006	>avg
-17	11	-0.02	0.13	0.57	-0.4	-10	-11	0.006	-0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0007	>avg
-65	-32	0.07	-0.04	0.54	0.6	-9	7	-0.003	-0.1	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0008	>avg
58	-31	-0.05	0.03	0.46	0.7	-9	1	-0.006	0	0.017	0.017	0.017	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	-0.002	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0009	<avg
230	-21	-0.41	-0.01	0.29	-0.4	-10	5	-0.007	0	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0007	>avg
271	-8	-0.38	0.07	0.28	-1.6	-11	-4	0.01	0.7	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0005	>avg
-5	5	0.3	0.12	0.55	-1.9	-12	-8	0.015	-0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.02	-0.0008	>avg
-185	2	0.5	0.17	0.72	-0.9	-11	-12	-0.005	-0.6	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.019	0.019	0.019	0.019	0.019	0.019	0.02	0	0	0	0	0	0	-0.002	0	0	0	0	0	-0.002	0	0.6	0.02	-0.0009	<avg
-238	-2	0.47	0.05	0.75	-0.6	-11	-6	-0.005	1.5	0.017	0.017	0.017	0.017	0.017	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.019	0	0	0	0	-0.002	0	0	0	0	0	0	0	-0.002	0	0.5	0.019	-0.0011	<avg
-188	-12	0.05	0.01	0.67	0.3	-10	2	-0.023	0.2	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.001	<avg
-114	-18	-0.38	-0.18	0.56	-0.2	-10	13	-0.014	3	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0006	>avg
187	-16	-0.51	-0.1	0.3	-1.1	-11	12	0.014	-0.4	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	-0.001	0	0.5	0.016	-0.0005	>avg
288	10	0.18	0.12	0.28	-1.8	-12	-9	0.015	0.2	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.02	-0.0007	>avg
13	18	0.43	0.14	0.54	-0.7	-11	-11	0.002	-0.1	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0009	<avg
-140	4	0.05	-0.08	0.6	0.7	-9	10	-0.012	0.6	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.5	0.016	-0.001	<avg
-12	2	-0.27	0.01	0.51	0.5	-9	3	-0.018	0	0.02	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0009	<avg
-19	2	-0.53	0.12	0.57	-0.4	-10	-12	-0.007	-0.6	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.019	-0.0008	>avg
-153	-1	-0.58	0.08	0.67	-1.4	-11	-7	0.005	0.6	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0005	>avg
-238	-7	-0.44	-0.02	0.73	-2.4	-12	-4	0.016	1.1	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	-0.001	0	-0.001	0	0.5	0.018	-0.0004	>avg
-73	-14	0.18	-0.01	0.55	-2.8	-13	9	0.027	-0.3	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0007	>avg
